CustomerKey;FirstName;LastName;FullName;BirthDate;Gender;Children;Education;DateFirstPurchase;CommuteDistance;CustomerCity
24160;Carl;Yuan;Carl Yuan;1986-05-03;Male;0;Partial College;2023-09-26;1-2 Miles;Matraville
25116;Phillip;Sara;Phillip Sara;1979-07-05;Male;5;Bachelors;2024-05-30;10+ Miles;Matraville
25211;Diane;Torres;Diane Torres;1970-01-11;Female;4;Bachelors;2024-10-21;10+ Miles;Matraville
26136;Tabitha;Gonzalez;Tabitha Gonzalez;1972-12-24;Female;3;Bachelors;2024-08-10;0-1 Miles;Matraville
26139;Derek;Nara;Derek Nara;1972-07-17;Male;1;Partial College;2024-03-02;5-10 Miles;Matraville
26442;Barbara;Huang;Barbara Huang;1977-07-06;Female;0;Partial High School;2023-05-04;10+ Miles;Matraville
26664;Amy;Zhu;Amy Zhu;1973-05-20;Female;5;Bachelors;2024-03-27;10+ Miles;Matraville
26758;Damien;Zhang;Damien Zhang;1964-08-29;Male;5;Bachelors;2023-09-24;5-10 Miles;Matraville
26765;Dominique;Chandra;Dominique Chandra;1966-08-31;Female;5;Partial College;2024-03-13;5-10 Miles;Matraville
27491;Maurice;Luo;Maurice Luo;1957-09-01;Male;3;Partial High School;2024-07-12;1-2 Miles;Matraville
27519;Alejandro;Li;Alejandro Li;1964-09-30;Male;4;Bachelors;2024-11-30;0-1 Miles;Matraville
28932;Marshall;Ashe;Marshall Ashe;1985-08-23;Male;0;Bachelors;2024-12-12;10+ Miles;Matraville
28963;Ross;Prasad;Ross Prasad;1976-03-08;Male;0;High School;2024-04-21;10+ Miles;Matraville
29068;Cassandra;Madan;Cassandra Madan;1952-09-14;Female;4;High School;2024-06-03;1-2 Miles;Matraville
29083;Toni;Sullivan;Toni Sullivan;1956-02-18;Female;2;Partial High School;2024-09-26;5-10 Miles;Matraville
29098;Jimmy;Gill;Jimmy Gill;1958-10-08;Male;2;Partial College;2024-08-02;1-2 Miles;Matraville
29305;Beth;Alvarez;Beth Alvarez;1964-11-09;Female;5;Bachelors;2024-12-29;10+ Miles;Matraville
29316;Max;Romero;Max Romero;1964-05-21;Male;2;Bachelors;2024-05-13;2-5 Miles;Matraville
29465;Roy;Gill;Roy Gill;1982-12-17;Male;0;Partial College;2024-10-20;0-1 Miles;Matraville
11032;Denise;Stone;Denise Stone;1952-12-08;Female;4;High School;2022-02-18;1-2 Miles;Melbourne
11363;Julian;Ross;Julian Ross;1983-04-19;Male;0;High School;2022-06-08;0-1 Miles;Melbourne
11448;Kyle;Patterson;Kyle Patterson;1980-10-25;Male;0;Bachelors;2022-06-16;10+ Miles;Melbourne
11454;Melinda;Navarro;Melinda Navarro;1979-10-20;Female;0;Bachelors;2022-07-31;10+ Miles;Melbourne
11951;Lacey;Huang;Lacey Huang;1958-02-03;Female;2;Partial College;2024-08-20;5-10 Miles;Melbourne
12576;Walter;Dominguez;Walter Dominguez;1984-09-10;Male;0;Partial College;2023-01-04;2-5 Miles;Melbourne
12589;Ruben;Rodriguez;Ruben Rodriguez;1982-11-14;Male;0;Partial College;2023-02-19;0-1 Miles;Melbourne
12673;Colin;Stone;Colin Stone;1981-02-24;Male;0;Bachelors;2023-02-24;10+ Miles;Melbourne
12699;Amy;Chow;Amy Chow;1975-09-15;Female;0;Partial High School;2023-03-14;10+ Miles;Melbourne
13009;Mindy;She;Mindy She;1970-09-08;Female;3;Bachelors;2024-09-17;5-10 Miles;Melbourne
13041;Cameron;Brown;Cameron Brown;1957-05-04;Male;3;High School;2024-04-04;1-2 Miles;Melbourne
13048;Alexis;Hayes;Alexis Hayes;1957-12-24;Female;2;Partial College;2024-05-28;5-10 Miles;Melbourne
13125;Alejandro;Hu;Alejandro Hu;1975-07-05;Male;0;Bachelors;2024-05-19;5-10 Miles;Melbourne
13519;Lucas;Foster;Lucas Foster;1984-04-01;Male;0;Partial College;2023-06-26;2-5 Miles;Melbourne
13623;Mitchell;Carson;Mitchell Carson;1978-09-12;Male;0;Bachelors;2024-06-27;10+ Miles;Melbourne
13995;Michele;Black;Michele Black;1952-12-07;Female;4;High School;2024-05-15;1-2 Miles;Melbourne
14059;Rodney;Ramos;Rodney Ramos;1976-12-18;Male;5;Bachelors;2024-03-17;1-2 Miles;Melbourne
14060;Cedric;Sharma;Cedric Sharma;1971-05-27;Male;5;Bachelors;2024-03-13;1-2 Miles;Melbourne
14067;Larry;Sanz;Larry Sanz;1967-10-18;Male;5;Bachelors;2024-04-11;5-10 Miles;Melbourne
14228;Arturo;Raje;Arturo Raje;1977-02-17;Male;0;Bachelors;2024-04-29;10+ Miles;Melbourne
14236;Abigail;Richardson;Abigail Richardson;1981-11-22;Female;0;High School;2023-09-21;10+ Miles;Melbourne
14278;Olivia;Sanchez;Olivia Sanchez;1969-07-17;Female;0;Graduate Degree;2024-07-19;10+ Miles;Melbourne
14304;Jacquelyn;Jimenez;Jacquelyn Jimenez;1973-02-11;Female;1;Bachelors;2023-09-26;0-1 Miles;Melbourne
14325;Crystal;Li;Crystal Li;1963-01-02;Female;1;Partial College;2023-09-24;5-10 Miles;Melbourne
14667;Olivia;Alexander;Olivia Alexander;1976-01-17;Female;4;Graduate Degree;2023-09-24;0-1 Miles;Melbourne
15030;Jeffery;Zheng;Jeffery Zheng;1986-01-09;Male;0;Bachelors;2023-10-24;0-1 Miles;Melbourne
15043;Joel;Gonzalez;Joel Gonzalez;1982-11-07;Male;0;Partial College;2023-10-12;0-1 Miles;Melbourne
15217;Ethan;Jai;Ethan Jai;1971-02-15;Male;1;Partial College;2024-02-15;5-10 Miles;Melbourne
15222;Cynthia;Patel;Cynthia Patel;1975-09-12;Female;0;Bachelors;2024-06-18;0-1 Miles;Melbourne
15578;Diane;Gill;Diane Gill;1981-08-16;Female;4;Graduate Degree;2023-11-10;0-1 Miles;Melbourne
15590;Marshall;Wu;Marshall Wu;1974-09-24;Male;1;Graduate Degree;2023-11-24;0-1 Miles;Melbourne
15642;Cara;Gao;Cara Gao;1983-02-21;Female;0;High School;2023-10-31;0-1 Miles;Melbourne
15788;Barbara;Li;Barbara Li;1971-09-15;Female;0;Bachelors;2023-12-17;2-5 Miles;Melbourne
15803;Bradley;Goel;Bradley Goel;1968-04-16;Male;5;Bachelors;2024-07-28;0-1 Miles;Melbourne
15829;Devin;Diaz;Devin Diaz;1944-11-13;Male;2;Bachelors;2024-05-03;5-10 Miles;Melbourne
16481;Madison;Bryant;Madison Bryant;1954-12-15;Female;2;Partial High School;2024-09-30;5-10 Miles;Melbourne
16483;Warren;Jai;Warren Jai;1961-10-13;Male;2;Bachelors;2022-01-02;5-10 Miles;Melbourne
16679;Amber;Carter;Amber Carter;1980-03-30;Female;0;Bachelors;2024-02-11;5-10 Miles;Melbourne
17045;Derek;Goel;Derek Goel;1980-07-05;Male;1;Graduate Degree;2022-02-19;0-1 Miles;Melbourne
17227;Erika;Gutierrez;Erika Gutierrez;1980-08-14;Female;0;Bachelors;2024-04-29;10+ Miles;Melbourne
17258;Fernando;Green;Fernando Green;1977-02-07;Male;0;Partial High School;2022-03-19;10+ Miles;Melbourne
17725;Daniel;Martinez;Daniel Martinez;1986-05-03;Male;0;Partial College;2022-04-19;1-2 Miles;Melbourne
17727;Monique;Gill;Monique Gill;1985-05-02;Female;0;Partial College;2024-04-05;2-5 Miles;Melbourne
18214;Ronald;Suri;Ronald Suri;1977-06-26;Male;0;High School;2022-05-29;10+ Miles;Melbourne
18247;Donna;Beck;Donna Beck;1973-08-13;Female;5;Bachelors;2024-07-15;10+ Miles;Melbourne
18253;Trisha;Guo;Trisha Guo;1972-02-07;Female;5;Graduate Degree;2024-05-11;0-1 Miles;Melbourne
18259;Bailey;Torres;Bailey Torres;1982-01-12;Female;0;Bachelors;2024-02-20;5-10 Miles;Melbourne
18273;Natalie;Moore;Natalie Moore;1973-04-08;Female;4;Bachelors;2022-05-28;1-2 Miles;Melbourne
18306;Margaret;Lin;Margaret Lin;1977-05-06;Female;5;Partial College;2024-06-15;5-10 Miles;Melbourne
18458;Gregory;She;Gregory She;1961-04-08;Male;3;Partial College;2022-06-20;5-10 Miles;Melbourne
18469;Robyn;Rubio;Robyn Rubio;1959-09-07;Female;2;Partial College;2022-06-22;1-2 Miles;Melbourne
18485;Devin;Gonzalez;Devin Gonzalez;1961-05-20;Male;2;High School;2022-06-25;5-10 Miles;Melbourne
18495;Jeremy;Phillips;Jeremy Phillips;1969-08-30;Male;5;Bachelors;2022-06-07;2-5 Miles;Melbourne
18727;Hailey;Hernandez;Hailey Hernandez;1967-04-09;Female;1;Partial College;2024-07-13;5-10 Miles;Melbourne
18736;Ashley;Patterson;Ashley Patterson;1970-06-09;Female;1;Bachelors;2022-07-26;2-5 Miles;Melbourne
18741;Edgar;Martinez;Edgar Martinez;1941-07-22;Male;2;Partial College;2024-11-17;0-1 Miles;Melbourne
18902;Steve;Chen;Steve Chen;1962-08-12;Male;3;High School;2022-07-20;1-2 Miles;Melbourne
19094;Todd;Yang;Todd Yang;1978-12-21;Male;0;Bachelors;2022-07-21;10+ Miles;Melbourne
19581;Todd;Ma;Todd Ma;1970-08-08;Male;5;Bachelors;2024-09-19;10+ Miles;Melbourne
19762;Warren;Ma;Warren Ma;1961-06-20;Male;2;Partial High School;2024-07-20;5-10 Miles;Melbourne
19948;Lacey;Hu;Lacey Hu;1981-04-20;Female;0;Bachelors;2022-09-12;10+ Miles;Melbourne
20158;Rodney;Blanco;Rodney Blanco;1984-08-28;Male;1;High School;2022-10-01;2-5 Miles;Melbourne
20248;Gina;Suarez;Gina Suarez;1965-08-31;Female;1;Partial College;2024-12-26;5-10 Miles;Melbourne
20419;Billy;Romero;Billy Romero;1962-04-04;Male;2;Partial High School;2024-04-07;5-10 Miles;Melbourne
21555;Jarrod;Madan;Jarrod Madan;1979-09-06;Male;0;Bachelors;2023-02-20;10+ Miles;Melbourne
21560;Kristopher;Lopez;Kristopher Lopez;1979-03-12;Male;0;Partial High School;2023-02-19;10+ Miles;Melbourne
22005;Pamela;Mehta;Pamela Mehta;1965-08-31;Female;5;Partial College;2024-12-27;5-10 Miles;Melbourne
22032;Ivan;Fernandez;Ivan Fernandez;1948-03-11;Male;2;Bachelors;2023-04-06;0-1 Miles;Melbourne
22169;Jenny;Li;Jenny Li;1956-06-11;Female;2;Partial High School;2024-06-19;1-2 Miles;Melbourne
22412;Drew;Andersen;Drew Andersen;1983-04-03;Male;0;Bachelors;2023-04-30;0-1 Miles;Melbourne
22575;Orlando;Blanco;Orlando Blanco;1986-02-16;Male;0;Bachelors;2023-05-01;0-1 Miles;Melbourne
22846;Frank;Gutierrez;Frank Gutierrez;1980-11-14;Male;0;Bachelors;2024-01-30;10+ Miles;Melbourne
23321;Karl;Xu;Karl Xu;1955-12-24;Male;2;Partial High School;2023-07-30;1-2 Miles;Melbourne
23343;Bruce;Rubio;Bruce Rubio;1962-10-20;Male;2;High School;2023-07-30;5-10 Miles;Melbourne
23521;Alexis;Gonzales;Alexis Gonzales;1968-10-25;Female;5;Bachelors;2024-08-16;10+ Miles;Melbourne
23645;Curtis;Zheng;Curtis Zheng;1980-12-13;Male;0;Bachelors;2023-08-09;10+ Miles;Melbourne
23651;Marvin;Alvarez;Marvin Alvarez;1978-07-26;Male;0;Bachelors;2023-09-05;10+ Miles;Melbourne
24300;Naomi;Gomez;Naomi Gomez;1978-01-02;Female;2;High School;2023-11-20;5-10 Miles;Melbourne
24373;Steven;Reed;Steven Reed;1971-02-09;Male;2;Bachelors;2024-07-30;2-5 Miles;Melbourne
24377;Richard;Wood;Richard Wood;1979-09-21;Male;0;Bachelors;2023-11-16;0-1 Miles;Melbourne
24465;Tara;Andersen;Tara Andersen;1965-10-06;Female;1;Partial College;2023-11-28;5-10 Miles;Melbourne
24615;Dwayne;Ortega;Dwayne Ortega;1976-11-15;Male;0;Partial High School;2023-03-29;10+ Miles;Melbourne
24888;Roy;Srini;Roy Srini;1980-07-10;Male;0;Bachelors;2023-03-11;5-10 Miles;Melbourne
24920;Amy;Cai;Amy Cai;1981-10-22;Female;0;High School;2023-06-08;10+ Miles;Melbourne
25212;Alberto;Ruiz;Alberto Ruiz;1968-12-29;Male;5;Bachelors;2024-11-15;5-10 Miles;Melbourne
25295;Chad;Raje;Chad Raje;1975-03-01;Male;0;Partial High School;2025-01-14;0-1 Miles;Melbourne
25709;Savannah;Lopez;Savannah Lopez;1984-07-08;Female;1;High School;2022-06-19;2-5 Miles;Melbourne
25810;Jimmy;Sanz;Jimmy Sanz;1986-03-10;Male;0;Bachelors;2024-06-12;10+ Miles;Melbourne
26440;Devin;Green;Devin Green;1983-01-10;Male;0;High School;2023-05-17;10+ Miles;Melbourne
26920;Jon;Chen;Jon Chen;1984-09-19;Male;0;Bachelors;2023-10-22;0-1 Miles;Melbourne
27342;Henry;Rana;Henry Rana;1982-02-15;Male;0;Bachelors;2023-11-13;10+ Miles;Melbourne
27484;Kristen;Zhang;Kristen Zhang;1954-09-13;Female;2;Partial High School;2023-12-11;5-10 Miles;Melbourne
27492;Clayton;Lin;Clayton Lin;1957-07-25;Male;3;High School;2023-12-11;5-10 Miles;Melbourne
27496;Stanley;Suri;Stanley Suri;1965-08-23;Male;3;Partial High School;2024-04-29;1-2 Miles;Melbourne
27590;Dominic;Lopez;Dominic Lopez;1972-10-19;Male;2;Bachelors;2024-12-23;2-5 Miles;Melbourne
27685;Alfredo;Torres;Alfredo Torres;1974-11-13;Male;4;Bachelors;2024-12-13;5-10 Miles;Melbourne
27910;Arturo;Zhou;Arturo Zhou;1948-08-11;Male;2;Bachelors;2024-02-13;5-10 Miles;Melbourne
28139;Carrie;Gutierrez;Carrie Gutierrez;1964-01-13;Female;1;Bachelors;2024-09-01;10+ Miles;Melbourne
28213;Jared;Morgan;Jared Morgan;1979-03-09;Male;5;Bachelors;2024-08-11;10+ Miles;Melbourne
28316;Jaime;Martin;Jaime Martin;1967-12-09;Female;1;Bachelors;2024-06-01;0-1 Miles;Melbourne
28488;Reginald;Travers;Reginald Travers;1983-05-06;Male;0;Partial College;2024-06-17;0-1 Miles;Melbourne
28939;Ronald;Fernandez;Ronald Fernandez;1980-04-14;Male;0;Bachelors;2024-03-03;10+ Miles;Melbourne
29063;Alan;Liang;Alan Liang;1963-02-18;Male;4;High School;2024-06-07;1-2 Miles;Melbourne
29069;Clarence;Lin;Clarence Lin;1952-11-10;Male;4;High School;2024-06-24;5-10 Miles;Melbourne
29115;Jacquelyn;Munoz;Jacquelyn Munoz;1962-08-08;Female;2;High School;2024-04-13;5-10 Miles;Melbourne
11077;Leah;Ye;Leah Ye;1963-03-19;Female;2;High School;2022-04-15;1-2 Miles;Melton
11455;Ross;Sanz;Ross Sanz;1979-10-19;Male;0;High School;2022-07-01;10+ Miles;Melton
11751;Victoria;Gonzales;Victoria Gonzales;1976-01-14;Female;4;Graduate Degree;2022-07-08;0-1 Miles;Melton
11899;Brenda;Perez;Brenda Perez;1976-03-15;Female;4;Graduate Degree;2022-09-04;0-1 Miles;Melton
12004;Jarrod;Suri;Jarrod Suri;1974-12-16;Male;0;Bachelors;2022-11-08;0-1 Miles;Melton
12246;Shawn;Luo;Shawn Luo;1985-04-10;Male;1;High School;2022-12-06;2-5 Miles;Melton
12369;Terrence;Lal;Terrence Lal;1969-04-04;Male;4;Bachelors;2024-09-25;0-1 Miles;Melton
12581;Kristina;Fernandez;Kristina Fernandez;1983-09-08;Female;0;Partial College;2023-02-27;0-1 Miles;Melton
12682;Kari;Subram;Kari Subram;1978-12-12;Female;0;High School;2024-06-02;10+ Miles;Melton
13121;Latasha;Jimenez;Latasha Jimenez;1976-03-18;Female;5;Bachelors;2024-04-06;1-2 Miles;Melton
13126;Lydia;Suri;Lydia Suri;1969-08-03;Female;0;Bachelors;2023-06-07;0-1 Miles;Melton
13127;Shane;Fernandez;Shane Fernandez;1970-06-09;Male;0;Bachelors;2024-06-19;5-10 Miles;Melton
13131;Briana;Diaz;Briana Diaz;1965-02-28;Female;1;Bachelors;2023-06-23;2-5 Miles;Melton
13137;Jacqueline;Simmons;Jacqueline Simmons;1965-08-08;Female;5;Partial College;2024-03-26;5-10 Miles;Melton
13952;Franklin;Ye;Franklin Ye;1980-07-05;Male;1;Graduate Degree;2024-09-05;0-1 Miles;Melton
13959;Ebony;Carlson;Ebony Carlson;1974-11-20;Female;1;Graduate Degree;2023-07-04;0-1 Miles;Melton
14010;Thomas;Moore;Thomas Moore;1956-02-02;Male;3;Partial College;2023-08-12;1-2 Miles;Melton
14046;Cheryl;Sanz;Cheryl Sanz;1972-12-01;Female;4;Bachelors;2023-08-08;1-2 Miles;Melton
14259;Antonio;Flores;Antonio Flores;1958-08-31;Male;3;Partial College;2023-09-16;5-10 Miles;Melton
14522;Omar;Zheng;Omar Zheng;1953-02-16;Male;4;High School;2024-05-14;5-10 Miles;Melton
14682;Gail;Alexander;Gail Alexander;1979-08-09;Female;0;Bachelors;2024-05-17;5-10 Miles;Melton
15025;Kristi;Subram;Kristi Subram;1958-01-15;Female;2;Partial College;2024-08-07;5-10 Miles;Melton
15209;Frank;Romero;Frank Romero;1979-01-13;Male;1;Bachelors;2023-10-21;0-1 Miles;Melton
15233;Tammy;Rodriguez;Tammy Rodriguez;1972-03-06;Female;5;Partial College;2024-07-06;5-10 Miles;Melton
15581;Toni;Perez;Toni Perez;1973-10-25;Female;2;Bachelors;2024-08-09;2-5 Miles;Melton
15766;Priscilla;Black;Priscilla Black;1965-02-12;Female;0;Graduate Degree;2024-01-29;0-1 Miles;Melton
15785;Edwin;Zhang;Edwin Zhang;1967-10-24;Male;1;Partial College;2023-11-29;5-10 Miles;Melton
16164;Amy;Liang;Amy Liang;1978-01-29;Female;2;Bachelors;2023-12-18;2-5 Miles;Melton
16487;Brianna;Griffin;Brianna Griffin;1956-11-13;Female;3;High School;2024-06-08;5-10 Miles;Melton
16528;Dominique;Garcia;Dominique Garcia;1984-02-22;Female;0;Bachelors;2022-01-24;0-1 Miles;Melton
16639;Renee;Romero;Renee Romero;1977-01-07;Female;0;Partial High School;2022-02-04;10+ Miles;Melton
16664;Sophia;Nelson;Sophia Nelson;1963-12-15;Female;0;Graduate Degree;2022-02-10;5-10 Miles;Melton
16740;Elijah;Li;Elijah Li;1946-04-25;Male;2;Bachelors;2022-01-31;0-1 Miles;Melton
17257;Darren;Rana;Darren Rana;1975-11-21;Male;5;High School;2022-03-17;10+ Miles;Melton
17296;Joanna;Johnston;Joanna Johnston;1971-06-01;Female;3;Bachelors;2024-08-27;0-1 Miles;Melton
17298;Lucas;Peterson;Lucas Peterson;1973-11-13;Male;0;Bachelors;2024-06-29;5-10 Miles;Melton
17311;Kimberly;Reed;Kimberly Reed;1972-05-02;Female;0;Bachelors;2024-11-23;5-10 Miles;Melton
17726;Caroline;Griffin;Caroline Griffin;1986-03-20;Female;0;Partial College;2022-04-29;1-2 Miles;Melton
17736;Kristine;Vazquez;Kristine Vazquez;1983-06-06;Female;1;High School;2022-04-09;1-2 Miles;Melton
18240;Arthur;Smith;Arthur Smith;1975-04-03;Male;1;Graduate Degree;2022-05-24;0-1 Miles;Melton
18266;Mandy;Huang;Mandy Huang;1969-04-13;Female;4;Bachelors;2024-08-04;5-10 Miles;Melton
18291;Jennifer;Hill;Jennifer Hill;1969-08-10;Female;0;Bachelors;2024-06-20;5-10 Miles;Melton
18470;Jennifer;Taylor;Jennifer Taylor;1960-04-17;Female;2;Partial College;2022-06-10;1-2 Miles;Melton
18695;Aaron;Diaz;Aaron Diaz;1975-05-04;Male;2;Bachelors;2022-06-01;1-2 Miles;Melton
18729;Evan;Parker;Evan Parker;1965-10-04;Male;1;Partial College;2022-07-22;5-10 Miles;Melton
18746;Reginald;Alvarez;Reginald Alvarez;1968-11-11;Male;1;Partial College;2022-07-02;0-1 Miles;Melton
19083;Steven;Rivera;Steven Rivera;1980-08-09;Male;0;Bachelors;2022-07-16;5-10 Miles;Melton
19652;Douglas;Rodriguez;Douglas Rodriguez;1948-05-15;Male;2;Bachelors;2022-09-25;5-10 Miles;Melton
19797;Clarence;Liu;Clarence Liu;1964-05-23;Male;0;Graduate Degree;2022-09-10;0-1 Miles;Melton
19979;Janet;Browning;Janet Browning;1977-06-22;Female;0;Partial High School;2022-10-20;10+ Miles;Melton
20221;Kaylee;Sanders;Kaylee Sanders;1980-05-11;Female;1;Graduate Degree;2022-10-18;0-1 Miles;Melton
20256;Javier;Serrano;Javier Serrano;1975-05-01;Male;0;Bachelors;2022-11-10;5-10 Miles;Melton
20268;Jorge;He;Jorge He;1971-07-07;Male;5;Partial College;2024-10-23;5-10 Miles;Melton
20277;Mary;Hall;Mary Hall;1943-01-25;Female;2;Partial College;2024-05-03;0-1 Miles;Melton
20984;Sabrina;Rubio;Sabrina Rubio;1985-11-09;Female;0;Partial College;2022-12-07;0-1 Miles;Melton
20988;Anna;Martin;Anna Martin;1982-09-21;Female;0;High School;2022-12-03;0-1 Miles;Melton
21204;Candice;Lu;Candice Lu;1972-02-20;Female;0;Bachelors;2024-09-22;5-10 Miles;Melton
21366;Kelvin;Andersen;Kelvin Andersen;1954-04-25;Male;2;Partial High School;2024-02-01;5-10 Miles;Melton
21370;Emmanuel;Martinez;Emmanuel Martinez;1960-02-01;Male;2;Partial High School;2024-07-16;1-2 Miles;Melton
21409;Johnny;Deng;Johnny Deng;1964-12-22;Male;1;Bachelors;2024-04-24;2-5 Miles;Melton
21953;Marvin;Vazquez;Marvin Vazquez;1973-01-18;Male;5;Bachelors;2024-04-21;10+ Miles;Melton
21962;Kristi;Smith;Kristi Smith;1972-10-28;Female;5;Graduate Degree;2024-02-27;0-1 Miles;Melton
21974;Whitney;Suri;Whitney Suri;1986-01-30;Female;0;Bachelors;2023-04-28;5-10 Miles;Melton
22914;Faith;Gray;Faith Gray;1972-08-08;Female;5;Bachelors;2024-04-04;10+ Miles;Melton
22960;Douglas;Malhotra;Douglas Malhotra;1972-08-06;Male;5;Partial College;2024-09-18;5-10 Miles;Melton
22973;Alan;Lin;Alan Lin;1952-03-23;Male;5;High School;2024-12-28;0-1 Miles;Melton
23094;Carolyn;Gill;Carolyn Gill;1955-06-25;Female;2;Partial High School;2024-04-27;5-10 Miles;Melton
23121;Danny;Ramos;Danny Ramos;1962-09-04;Male;2;High School;2023-07-03;5-10 Miles;Melton
23416;Kristin;Shan;Kristin Shan;1979-04-21;Female;2;Bachelors;2023-07-26;0-1 Miles;Melton
23994;Raymond;Subram;Raymond Subram;1986-04-08;Male;0;Partial College;2023-09-25;0-1 Miles;Melton
23995;Bradley;Carson;Bradley Carson;1985-12-01;Male;0;Bachelors;2023-09-08;0-1 Miles;Melton
24167;Lacey;Zhu;Lacey Zhu;1983-04-05;Female;0;High School;2023-10-04;0-1 Miles;Melton
24172;Jessie;Hernandez;Jessie Hernandez;1985-03-26;Female;1;High School;2023-10-14;2-5 Miles;Melton
24248;Jake;Lin;Jake Lin;1958-10-01;Male;4;High School;2023-10-05;1-2 Miles;Melton
24362;Marc;Vazquez;Marc Vazquez;1974-06-05;Male;2;Bachelors;2023-11-11;0-1 Miles;Melton
24480;Kelli;Liu;Kelli Liu;1964-02-19;Female;2;Bachelors;2023-12-08;2-5 Miles;Melton
24482;Roy;Ramos;Roy Ramos;1969-08-12;Male;4;Bachelors;2023-12-18;1-2 Miles;Melton
24606;Cassie;Nath;Cassie Nath;1983-09-29;Female;0;High School;2023-01-21;10+ Miles;Melton
24613;Stacy;Serrano;Stacy Serrano;1976-03-22;Female;0;Partial High School;2023-03-16;10+ Miles;Melton
24885;Corey;Xie;Corey Xie;1981-05-01;Male;0;Bachelors;2025-01-11;10+ Miles;Melton
24890;Brenda;Van;Brenda Van;1981-07-09;Female;0;Bachelors;2024-02-07;10+ Miles;Melton
24893;Alvin;Chande;Alvin Chande;1979-09-23;Male;0;Bachelors;2024-05-20;2-5 Miles;Melton
25107;Mason;Ramirez;Mason Ramirez;1980-05-13;Male;2;Bachelors;2023-09-01;0-1 Miles;Melton
25125;Randy;Wang;Randy Wang;1972-03-19;Male;5;Bachelors;2024-09-25;0-1 Miles;Melton
25131;Gerald;Chandra;Gerald Chandra;1971-04-08;Male;5;Bachelors;2024-07-21;10+ Miles;Melton
25222;Tamara;Kumar;Tamara Kumar;1972-04-17;Female;1;Partial College;2023-10-28;0-1 Miles;Melton
25262;Andre;Chandra;Andre Chandra;1944-03-05;Male;2;Bachelors;2024-12-13;0-1 Miles;Melton
25820;Adam;Evans;Adam Evans;1984-11-21;Male;0;Bachelors;2024-02-11;10+ Miles;Melton
25826;Nathaniel;Watson;Nathaniel Watson;1977-10-08;Male;0;Partial College;2022-09-09;10+ Miles;Melton
25907;Kelli;Shen;Kelli Shen;1950-02-21;Female;2;High School;2025-01-14;1-2 Miles;Melton
26133;Jesse;Hall;Jesse Hall;1969-01-07;Male;0;Bachelors;2023-02-08;5-10 Miles;Melton
26158;Lisa;Wu;Lisa Wu;1963-02-12;Female;1;Partial College;2024-05-02;5-10 Miles;Melton
26374;Bradley;Pal;Bradley Pal;1982-02-24;Male;0;Partial High School;2025-01-20;10+ Miles;Melton
26652;Bruce;Moreno;Bruce Moreno;1986-03-10;Male;4;Graduate Degree;2023-07-07;0-1 Miles;Melton
26667;Jillian;Patel;Jillian Patel;1975-05-19;Female;1;Graduate Degree;2023-08-02;1-2 Miles;Melton
26754;Candice;Zimmerman;Candice Zimmerman;1966-04-01;Female;1;Partial College;2023-09-18;5-10 Miles;Melton
27500;Luis;Hill;Luis Hill;1966-09-09;Male;2;Partial College;2023-12-25;5-10 Miles;Melton
27703;Meredith;Navarro;Meredith Navarro;1965-04-06;Female;1;Bachelors;2024-06-22;1-2 Miles;Melton
27879;Kelvin;Chander;Kelvin Chander;1982-11-01;Male;0;Partial College;2024-08-11;0-1 Miles;Melton
27981;Aimee;Hu;Aimee Hu;1982-01-30;Female;0;Bachelors;2024-01-31;10+ Miles;Melton
28306;Elizabeth;Powell;Elizabeth Powell;1974-05-28;Female;5;Bachelors;2024-07-30;5-10 Miles;Melton
28310;Ross;Sanchez;Ross Sanchez;1978-05-20;Male;4;Bachelors;2024-11-07;0-1 Miles;Melton
28534;Sabrina;Romero;Sabrina Romero;1970-12-03;Female;3;Bachelors;2024-07-17;0-1 Miles;Melton
29116;Janelle;Patel;Janelle Patel;1980-04-30;Female;1;Bachelors;2024-04-08;2-5 Miles;Melton
29453;Victor;Vazquez;Victor Vazquez;1986-02-22;Male;0;Bachelors;2024-09-03;0-1 Miles;Melton
11020;Jordan;King;Jordan King;1984-03-19;Male;0;High School;2023-12-29;1-2 Miles;Metchosin
11136;Brianna;Morgan;Brianna Morgan;1984-04-24;Female;0;High School;2024-01-03;0-1 Miles;Metchosin
11185;Ashley;Henderson;Ashley Henderson;1950-04-07;Female;4;Bachelors;2024-02-21;10+ Miles;Metchosin
11212;Chloe;Campbell;Chloe Campbell;1955-05-05;Female;2;High School;2024-01-30;2-5 Miles;Metchosin
11698;Jackson;Wright;Jackson Wright;1975-11-22;Male;4;Bachelors;2024-03-31;2-5 Miles;Metchosin
11784;Jose;Turner;Jose Turner;1978-06-18;Male;1;Graduate Degree;2024-04-12;0-1 Miles;Metchosin
11823;Morgan;Turner;Morgan Turner;1977-10-20;Female;0;Graduate Degree;2024-05-18;2-5 Miles;Metchosin
11835;Elijah;Russell;Elijah Russell;1970-12-17;Male;3;Bachelors;2024-01-10;2-5 Miles;Metchosin
12114;Charles;Richardson;Charles Richardson;1957-05-06;Male;2;High School;2024-03-02;10+ Miles;Metchosin
12444;Mackenzie;Phillips;Mackenzie Phillips;1962-10-20;Female;1;Partial College;2024-03-03;1-2 Miles;Metchosin
12532;Jose;Carter;Jose Carter;1978-09-06;Male;0;Graduate Degree;2024-09-26;0-1 Miles;Metchosin
